0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 1mov - Piano Sonata No.32 in c minor Op.111\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/11/03:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ32\224Ô\203n\222Z\222²\215ì\225i111\201`\221æ1\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 1, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 1200000
1, 384, Time_signature, 4, 2, 96, 8
1, 14976, Tempo, 1250000
1, 15168, Tempo, 1333333
1, 15360, Tempo, 1395348
1, 15552, Tempo, 1500000
1, 15744, Tempo, 1276595
1, 18048, Tempo, 1333333
1, 18432, Tempo, 1395348
1, 19008, Tempo, 1276595
1, 19776, Tempo, 1333333
1, 19968, Tempo, 1395348
1, 20160, Tempo, 1333333
1, 20544, Tempo, 1276595
1, 21504, Tempo, 1333333
1, 21696, Tempo, 1395348
1, 23424, Tempo, 750000
1, 24960, Tempo, 400000
1, 28032, Tempo, 500000
1, 29952, Tempo, 545454
1, 31872, Tempo, 500000
1, 33024, Tempo, 545454
1, 34176, Tempo, 500000
1, 36864, Tempo, 444444
1, 44160, Tempo, 461538
1, 44544, Tempo, 480000
1, 44736, Tempo, 500000
1, 44928, Tempo, 487804
1, 45120, Tempo, 472440
1, 46464, Tempo, 487804
1, 47232, Tempo, 500000
1, 47616, Tempo, 521739
1, 47808, Tempo, 555555
1, 48384, Tempo, 588235
1, 48768, Tempo, 645161
1, 48960, Tempo, 714285
1, 49056, Tempo, 833333
1, 49152, Tempo, 1000000
1, 49344, Tempo, 545454
1, 49536, Tempo, 500000
1, 52992, Tempo, 545454
1, 53376, Tempo, 600000
1, 53760, Tempo, 666666
1, 54912, Tempo, 521739
1, 55104, Tempo, 480000
1, 76416, Tempo, 500000
1, 76608, Tempo, 521739
1, 76800, Tempo, 545454
1, 76992, Tempo, 600000
1, 77088, Tempo, 750000
1, 77952, Tempo, 600000
1, 80160, Tempo, 750000
1, 81024, Tempo, 1000000
1, 81408, Tempo, 600000
1, 81792, Tempo, 545454
1, 83232, Tempo, 666666
1, 84480, Tempo, 1000000
1, 86016, Tempo, 480000
1, 126336, Tempo, 500000
1, 126912, Tempo, 521739
1, 127104, Tempo, 545454
1, 128256, Tempo, 571428
1, 128640, Tempo, 600000
1, 128832, Tempo, 666666
1, 128928, Tempo, 857142
1, 129024, Tempo, 1000000
1, 129216, Tempo, 600000
1, 129408, Tempo, 500000
1, 132864, Tempo, 571428
1, 133248, Tempo, 666666
1, 134784, Tempo, 480000
1, 155904, Tempo, 500000
1, 156288, Tempo, 521739
1, 156672, Tempo, 545454
1, 156864, Tempo, 600000
1, 156960, Tempo, 750000
1, 157056, Tempo, 600000
1, 159360, Tempo, 666666
1, 160032, Tempo, 750000
1, 160896, Tempo, 1500000
1, 160992, Tempo, 1200000
1, 161088, Tempo, 1000000
1, 161280, Tempo, 600000
1, 163200, Tempo, 666666
1, 164352, Tempo, 857142
1, 165888, Tempo, 480000
1, 211968, Tempo, 500000
1, 212160, Tempo, 545454
1, 212352, Tempo, 521739
1, 212544, Tempo, 480000
1, 224640, Tempo, 500000
1, 225024, Tempo, 545454
1, 225408, Tempo, 600000
1, 225792, Tempo, 666666
1, 227136, Tempo, 750000
1, 227232, Tempo, 857142
1, 227328, Tempo, 1000000
1, 227520, Tempo, 600000
1, 227712, Tempo, 545454
1, 232320, Tempo, 600000
1, 233856, Tempo, 480000
1, 257280, Tempo, 500000
1, 257664, Tempo, 521739
1, 258048, Tempo, 545454
1, 258240, Tempo, 600000
1, 258432, Tempo, 545454
1, 259968, Tempo, 600000
1, 260736, Tempo, 666666
1, 261408, Tempo, 750000
1, 262272, Tempo, 1500000
1, 262368, Tempo, 1200000
1, 262464, Tempo, 1000000
1, 262560, Tempo, 857142
1, 263040, Tempo, 600000
1, 265728, Tempo, 857142
1, 267264, Tempo, 545454
1, 270144, Tempo, 571428
1, 270336, Tempo, 600000
1, 270528, Tempo, 857142
1, 270720, Tempo, 545454
1, 275328, Tempo, 600000
1, 275712, Tempo, 666666
1, 276096, Tempo, 750000
1, 276288, Tempo, 857142
1, 276480, Tempo, 1000000
1, 276768, Tempo, 666666
1, 276864, Tempo, 600000
1, 277056, Tempo, 571428
1, 277824, Tempo, 545454
1, 278400, Tempo, 521739
1, 279936, Tempo, 500000
1, 281472, Tempo, 480000
1, 282432, Tempo, 500000
1, 282624, Tempo, 521739
1, 282816, Tempo, 545454
1, 283008, Tempo, 521739
1, 283200, Tempo, 500000
1, 283392, Tempo, 480000
1, 307584, Tempo, 500000
1, 308352, Tempo, 521739
1, 309120, Tempo, 545454
1, 309888, Tempo, 600000
1, 310656, Tempo, 545454
1, 311040, Tempo, 521739
1, 311232, Tempo, 500000
1, 311424, Tempo, 480000
1, 313728, Tempo, 500000
1, 314112, Tempo, 521739
1, 314304, Tempo, 571428
1, 314496, Tempo, 521739
1, 314688, Tempo, 480000
1, 316800, Tempo, 500000
1, 317184, Tempo, 521739
1, 317376, Tempo, 571428
1, 317472, Tempo, 631578
1, 317568, Tempo, 521739
1, 317760, Tempo, 480000
1, 319680, Tempo, 545454
1, 321408, Tempo, 571428
1, 321792, Tempo, 600000
1, 322176, Tempo, 666666
1, 322560, Tempo, 857142
1, 322752, Tempo, 1000000
1, 322848, Tempo, 1500000
1, 322848, End_track
2, 0, Start_track
2, 0, Title_t, "Right"
2, 0, Control_c, 0, 0, 0
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 73
2, 0, Control_c, 0, 91, 127
2, 0, Key_signature, -3, "minor"
2, 720, Note_on_c, 0, 75, 110
2, 720, Note_on_c, 0, 72, 110
2, 720, Note_on_c, 0, 63, 110
2, 720, Note_on_c, 0, 69, 110
2, 764, Note_off_c, 0, 75, 100
2, 764, Note_off_c, 0, 72, 100
2, 764, Note_off_c, 0, 63, 100
2, 764, Note_off_c, 0, 69, 100
2, 768, Note_on_c, 0, 75, 110
2, 768, Note_on_c, 0, 72, 110
2, 768, Note_on_c, 0, 63, 110
2, 768, Note_on_c, 0, 69, 110
2, 1484, Note_off_c, 0, 75, 100
2, 1484, Note_off_c, 0, 72, 100
2, 1484, Note_off_c, 0, 63, 100
2, 1484, Note_off_c, 0, 69, 100
2, 1488, Note_on_c, 0, 72, 110
2, 1488, Note_on_c, 0, 69, 110
2, 1532, Note_off_c, 0, 72, 100
2, 1532, Note_off_c, 0, 69, 100
2, 1536, Note_on_c, 0, 72, 107
2, 1536, Note_on_c, 0, 69, 107
2, 1560, Note_on_c, 0, 74, 105
2, 1580, Note_off_c, 0, 72, 100
2, 1584, Note_on_c, 0, 72, 103
2, 1604, Note_off_c, 0, 74, 100
2, 1608, Note_on_c, 0, 74, 101
2, 1628, Note_off_c, 0, 72, 100
2, 1632, Note_on_c, 0, 72, 99
2, 1652, Note_off_c, 0, 74, 100
2, 1656, Note_on_c, 0, 74, 98
2, 1676, Note_off_c, 0, 72, 100
2, 1680, Note_on_c, 0, 72, 96
2, 1700, Note_off_c, 0, 74, 100
2, 1704, Note_on_c, 0, 74, 94
2, 1724, Note_off_c, 0, 72, 100
2, 1728, Note_on_c, 0, 72, 92
2, 1748, Note_off_c, 0, 74, 100
2, 1752, Note_on_c, 0, 74, 90
2, 1772, Note_off_c, 0, 72, 100
2, 1776, Note_on_c, 0, 72, 88
2, 1796, Note_off_c, 0, 74, 100
2, 1800, Note_on_c, 0, 74, 86
2, 1820, Note_off_c, 0, 72, 100
2, 1824, Note_on_c, 0, 71, 85
2, 1844, Note_off_c, 0, 74, 100
2, 1868, Note_off_c, 0, 71, 100
2, 1872, Note_on_c, 0, 72, 81
2, 1916, Note_off_c, 0, 69, 100
2, 1916, Note_off_c, 0, 72, 100
2, 1920, Note_on_c, 0, 71, 80
2, 1920, Note_on_c, 0, 67, 80
2, 2108, Note_off_c, 0, 71, 100
2, 2108, Note_off_c, 0, 67, 100
2, 2304, Note_on_c, 0, 72, 80
2, 2304, Note_on_c, 0, 67, 80
2, 2304, Note_on_c, 0, 63, 80
2, 2492, Note_off_c, 0, 72, 100
2, 2492, Note_off_c, 0, 67, 100
2, 2492, Note_off_c, 0, 63, 100
2, 2496, Control_c, 0, 64, 127
2, 2736, Note_on_c, 0, 74, 110
2, 2736, Note_on_c, 0, 67, 110
2, 2736, Note_on_c, 0, 62, 110
2, 2872, Control_c, 0, 64, 0
2, 2876, Note_off_c, 0, 74, 100
2, 2876, Note_off_c, 0, 67, 100
2, 2876, Note_off_c, 0, 62, 100
2, 3792, Note_on_c, 0, 80, 110
2, 3792, Note_on_c, 0, 77, 110
2, 3792, Note_on_c, 0, 74, 110
2, 3792, Note_on_c, 0, 68, 110
2, 3836, Note_off_c, 0, 80, 100
2, 3836, Note_off_c, 0, 77, 100
2, 3836, Note_off_c, 0, 74, 100
2, 3836, Note_off_c, 0, 68, 100
2, 3840, Note_on_c, 0, 80, 110
2, 3840, Note_on_c, 0, 77, 110
2, 3840, Note_on_c, 0, 68, 110
2, 3840, Note_on_c, 0, 74, 110
2, 4556, Note_off_c, 0, 80, 100
2, 4556, Note_off_c, 0, 77, 100
2, 4556, Note_off_c, 0, 68, 100
2, 4556, Note_off_c, 0, 74, 100
2, 4560, Note_on_c, 0, 77, 110
2, 4560, Note_on_c, 0, 74, 110
2, 4604, Note_off_c, 0, 77, 100
2, 4604, Note_off_c, 0, 74, 100
2, 4608, Note_on_c, 0, 77, 107
2, 4608, Note_on_c, 0, 74, 107
2, 4632, Note_on_c, 0, 79, 105
2, 4652, Note_off_c, 0, 77, 100
2, 4656, Note_on_c, 0, 77, 103
2, 4676, Note_off_c, 0, 79, 100
2, 4680, Note_on_c, 0, 79, 101
2, 4700, Note_off_c, 0, 77, 100
2, 4704, Note_on_c, 0, 77, 99
2, 4724, Note_off_c, 0, 79, 100
2, 4728, Note_on_c, 0, 79, 98
2, 4748, Note_off_c, 0, 77, 100
2, 4752, Note_on_c, 0, 77, 96
2, 4772, Note_off_c, 0, 79, 100
2, 4776, Note_on_c, 0, 79, 94
2, 4796, Note_off_c, 0, 77, 100
2, 4800, Note_on_c, 0, 77, 92
2, 4820, Note_off_c, 0, 79, 100
2, 4824, Note_on_c, 0, 79, 90
2, 4844, Note_off_c, 0, 77, 100
2, 4848, Note_on_c, 0, 77, 88
2, 4868, Note_off_c, 0, 79, 100
2, 4872, Note_on_c, 0, 79, 86
2, 4892, Note_off_c, 0, 77, 100
2, 4896, Note_on_c, 0, 76, 85
2, 4916, Note_off_c, 0, 79, 100
2, 4940, Note_off_c, 0, 76, 100
2, 4944, Note_on_c, 0, 77, 81
2, 4988, Note_off_c, 0, 74, 100
2, 4988, Note_off_c, 0, 77, 100
2, 4992, Note_on_c, 0, 76, 80
2, 4992, Note_on_c, 0, 67, 80
2, 5180, Note_off_c, 0, 76, 100
2, 5180, Note_off_c, 0, 67, 100
2, 5376, Note_on_c, 0, 77, 80
2, 5376, Note_on_c, 0, 72, 80
2, 5376, Note_on_c, 0, 65, 80
2, 5564, Note_off_c, 0, 77, 100
2, 5564, Note_off_c, 0, 72, 100
2, 5564, Note_off_c, 0, 65, 100
2, 5568, Control_c, 0, 64, 127
2, 5736, Note_on_c, 0, 67, 110
2, 5756, Note_off_c, 0, 67, 100
2, 5760, Note_on_c, 0, 72, 110
2, 5780, Note_off_c, 0, 72, 100
2, 5784, Note_on_c, 0, 76, 110
2, 5804, Note_off_c, 0, 76, 100
2, 5832, Note_on_c, 0, 79, 110
2, 5832, Note_on_c, 0, 72, 110
2, 5832, Note_on_c, 0, 67, 110
2, 5944, Control_c, 0, 64, 0
