0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 3mov - Piano Sonata No.29 in Bb Major Op.106\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/10/13:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ29\224Ô\225Ï\203\215\222·\222²\215ì\225i106\201`\221æ3\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 6, 3, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 1304347
1, 576, Tempo, 1363636
1, 1152, Tempo, 1304347
1, 1920, Tempo, 1333333
1, 2112, Tempo, 1363636
1, 2880, Tempo, 1304347
1, 4224, Tempo, 1363636
1, 4416, Tempo, 1395348
1, 5760, Tempo, 1304347
1, 8832, Tempo, 1363636
1, 9024, Tempo, 1395348
1, 9216, Tempo, 1333333
1, 9600, Tempo, 1304347
1, 11520, Tempo, 1333333
1, 11904, Tempo, 1395348
1, 12288, Tempo, 1348314
1, 12480, Tempo, 1304347
1, 13824, Tempo, 1363636
1, 14400, Tempo, 1395348
1, 14784, Tempo, 1621621
1, 14976, Tempo, 2000000
1, 15360, Tempo, 1428571
1, 16128, Tempo, 1500000
1, 16704, Tempo, 1578947
1, 17280, Tempo, 1333333
1, 18816, Tempo, 1363636
1, 19392, Tempo, 1395348
1, 19488, Tempo, 1463414
1, 19584, Tempo, 1363636
1, 21888, Tempo, 1428571
1, 22656, Tempo, 1463414
1, 22848, Tempo, 1500000
1, 23808, Tempo, 1621621
1, 24000, Tempo, 2000000
1, 24384, Tempo, 1621621
1, 24960, Tempo, 1500000
1, 25728, Tempo, 1538461
1, 25920, Tempo, 1621621
1, 26112, Tempo, 1714285
1, 26496, Tempo, 1500000
1, 26688, Tempo, 1428571
1, 28416, Tempo, 1463414
1, 28608, Tempo, 1538461
1, 28800, Tempo, 1463414
1, 29376, Tempo, 1538461
1, 29568, Tempo, 1621621
1, 29760, Tempo, 2000000
1, 30144, Tempo, 1621621
1, 43200, Tempo, 1666666
1, 43392, Tempo, 1764705
1, 43584, Tempo, 2000000
1, 43680, Tempo, 2400000
1, 43776, Tempo, 2000000
1, 43872, Tempo, 1875000
1, 43968, Tempo, 1714285
1, 49152, Tempo, 1818181
1, 49344, Tempo, 2000000
1, 49536, Tempo, 1500000
1, 49650, Tempo, 1578947
1, 49764, Tempo, 1621621
1, 49878, Tempo, 1714285
1, 49992, Tempo, 1818181
1, 50106, Tempo, 1875000
1, 50220, Tempo, 1935483
1, 50334, Tempo, 2068965
1, 50448, Tempo, 2142857
1, 50562, Tempo, 2307692
1, 50676, Tempo, 2400000
1, 50688, Tempo, 1714285
1, 50784, Tempo, 1500000
1, 50880, Tempo, 1304347
1, 57216, Tempo, 1363636
1, 57408, Tempo, 1428571
1, 57504, Tempo, 1714285
1, 57600, Tempo, 1500000
1, 57696, Tempo, 1395348
1, 57792, Tempo, 1304347
1, 64008, Tempo, 1363636
1, 64080, Tempo, 1428571
1, 64152, Tempo, 1500000
1, 64224, Tempo, 1578947
