0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 1mov - Piano Sonata No.27 in E Minor Op.90\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/09/30:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ27\224Ô\203z\222Z\222²\215ì\225i90\201`\221æ1\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 1, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 375000
1, 384, Time_signature, 3, 2, 96, 8
1, 2304, Tempo, 387096
1, 4608, Tempo, 375000
1, 6912, Tempo, 387096
1, 15360, Tempo, 413793
1, 16512, Tempo, 461538
1, 17280, Tempo, 666666
1, 17664, Tempo, 1500000
1, 18432, Tempo, 387096
1, 25344, Tempo, 428571
1, 25728, Tempo, 500000
1, 26112, Tempo, 600000
1, 26688, Tempo, 750000
1, 26880, Tempo, 1000000
1, 27648, Tempo, 428571
1, 28416, Tempo, 375000
1, 40704, Tempo, 428571
1, 45312, Tempo, 400000
1, 46464, Tempo, 375000
1, 60288, Tempo, 461538
1, 60480, Tempo, 413793
1, 60672, Tempo, 375000
1, 61440, Tempo, 400000
1, 61824, Tempo, 444444
1, 62208, Tempo, 500000
1, 62400, Tempo, 600000
1, 62688, Tempo, 375000
1, 75264, Tempo, 333333
1, 77568, Tempo, 375000
1, 123264, Tempo, 400000
1, 123648, Tempo, 428571
1, 124800, Tempo, 400000
1, 127104, Tempo, 375000
1, 160896, Tempo, 352941
1, 161664, Tempo, 333333
