0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 1mov - Piano Sonata No.1 in f minor Op.2-1\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/02/27:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ1\224Ô\203w\222Z\222²\215ì\225i2-1\201`\221æ1\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 1, 1, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 300000
1, 768, Time_signature, 2, 1, 96, 8
1, 309504, Tempo, 333333
1, 310272, Tempo, 428571
1, 310272, End_track
2, 0, Start_track
2, 0, Title_t, "Right"
2, 0, Control_c, 0, 0, 0
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 91, 127
2, 0, Key_signature, -4, "minor"
2, 384, Note_on_c, 0, 60, 80
2, 760, Note_off_c, 0, 60, 100
2, 768, Note_on_c, 0, 65, 80
2, 1144, Note_off_c, 0, 65, 100
2, 1152, Note_on_c, 0, 68, 81
2, 1528, Note_off_c, 0, 68, 100
2, 1536, Note_on_c, 0, 72, 81
2, 1912, Note_off_c, 0, 72, 100
2, 1920, Note_on_c, 0, 77, 82
2, 2296, Note_off_c, 0, 77, 100
2, 2304, Note_on_c, 0, 80, 99
2, 2872, Note_off_c, 0, 80, 100
2, 2880, Note_on_c, 0, 79, 84
2, 2944, Note_on_c, 0, 77, 84
2, 3000, Note_off_c, 0, 79, 100
2, 3008, Note_on_c, 0, 76, 84
2, 3064, Note_off_c, 0, 77, 100
2, 3064, Note_off_c, 0, 76, 100
2, 3072, Note_on_c, 0, 77, 84
2, 3448, Note_off_c, 0, 77, 100
2, 3840, Note_on_c, 0, 67, 85
2, 4216, Note_off_c, 0, 67, 100
2, 4224, Note_on_c, 0, 72, 86
2, 4600, Note_off_c, 0, 72, 100
2, 4608, Note_on_c, 0, 76, 86
2, 4984, Note_off_c, 0, 76, 100
2, 4992, Note_on_c, 0, 79, 87
2, 5368, Note_off_c, 0, 79, 100
2, 5376, Note_on_c, 0, 82, 101
2, 5944, Note_off_c, 0, 82, 100
2, 5952, Note_on_c, 0, 80, 89
