0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 3mov - Piano Sonata No.25 in G Major Op.79\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/09/15:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ25\224Ô\203g\222·\222²\215ì\225i79\201`\221æ3\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 2, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 375000
1, 29568, Tempo, 400000
1, 29760, Tempo, 428571
1, 30336, Tempo, 400000
1, 31872, Tempo, 375000
1, 37248, Tempo, 387096
1, 37632, Tempo, 400000
1, 38016, Tempo, 428571
1, 38400, Tempo, 400000
1, 38592, Tempo, 375000
1, 86784, Tempo, 387096
1, 87168, Tempo, 400000
1, 87360, Tempo, 428571
1, 88320, Tempo, 387096
1, 88512, Tempo, 375000
1, 100608, Tempo, 400000
1, 100800, Tempo, 413793
1, 100896, Tempo, 428571
1, 100992, Tempo, 480000
1, 101184, Tempo, 600000
1, 101280, Tempo, 750000
1, 101280, End_track
2, 0, Start_track
2, 0, Title_t, "Right"
2, 0, Control_c, 0, 0, 0
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 80
2, 0, Control_c, 0, 91, 127
2, 0, Key_signature, 1, "major"
2, 0, Note_on_c, 0, 71, 80
2, 188, Note_off_c, 0, 71, 100
2, 192, Note_on_c, 0, 72, 80
2, 284, Note_off_c, 0, 72, 100
2, 288, Note_on_c, 0, 71, 80
2, 380, Note_off_c, 0, 71, 100
2, 384, Note_on_c, 0, 74, 80
2, 572, Note_off_c, 0, 74, 100
2, 576, Note_on_c, 0, 76, 80
2, 668, Note_off_c, 0, 76, 100
2, 672, Note_on_c, 0, 74, 80
2, 764, Note_off_c, 0, 74, 100
2, 768, Note_on_c, 0, 67, 80
2, 956, Note_off_c, 0, 67, 100
2, 960, Note_on_c, 0, 69, 80
2, 1052, Note_off_c, 0, 69, 100
2, 1056, Note_on_c, 0, 67, 80
2, 1148, Note_off_c, 0, 67, 100
2, 1152, Note_on_c, 0, 71, 80
2, 1532, Note_off_c, 0, 71, 100
