0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 4mov - Piano Sonata No.29 in Bb Major Op.106\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/10/14:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ29\224Ô\225Ï\203\215\222·\222²\215ì\225i106\201`\221æ4\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 4, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 2727272
1, 36, Tempo, 2307692
1, 96, Tempo, 2000000
1, 4608, Tempo, 2307692
1, 5184, Tempo, 2727272
1, 5424, Tempo, 1714285
1, 5568, Tempo, 1500000
1, 5664, Tempo, 1333333
1, 5760, Tempo, 1200000
1, 7296, Tempo, 1276595
1, 7488, Tempo, 1333333
1, 7680, Time_signature, 2, 2, 96, 8
1, 7680, Tempo, 1500000
1, 7776, Tempo, 1714285
1, 7824, Tempo, 2400000
1, 7872, Tempo, 2000000
1, 8448, Time_signature, 4, 2, 96, 8
1, 8448, Tempo, 400000
1, 15360, Tempo, 428571
1, 15744, Tempo, 461538
1, 15936, Tempo, 545454
1, 16032, Tempo, 1200000
1, 16128, Tempo, 2000000
1, 20736, Time_signature, 2, 2, 96, 8
1, 23928, Tempo, 1714285
1, 24048, Tempo, 1500000
1, 24168, Tempo, 1333333
1, 24288, Tempo, 1200000
1, 24408, Tempo, 1090909
1, 24528, Tempo, 1000000
1, 24648, Tempo, 923076
1, 24768, Tempo, 857142
1, 24888, Tempo, 800000
1, 25008, Tempo, 750000
1, 25128, Tempo, 705882
1, 25248, Tempo, 666666
1, 26332, Tempo, 705882
1, 26552, Tempo, 750000
1, 26772, Tempo, 800000
1, 26992, Tempo, 857142
1, 27212, Tempo, 923076
1, 27432, Tempo, 1000000
1, 27648, Time_signature, 3, 2, 96, 8
1, 27648, Tempo, 400000
1, 112512, Tempo, 428571
1, 112704, Tempo, 461538
1, 113088, Tempo, 428571
1, 113280, Tempo, 400000
1, 193152, Tempo, 413793
1, 193536, Tempo, 428571
1, 221184, Tempo, 419580
1, 224640, Tempo, 410958
1, 226944, Tempo, 400000
1, 297984, Tempo, 413793
1, 298368, Tempo, 428571
