0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 2-3mov - Piano Sonata No.23 in F minor Op.57\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/08/29:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ23\224Ô\203w\222Z\222²\215ì\225i57\201`\221æ2¥3\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 2, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 1200000
1, 768, Tempo, 1333333
1, 1728, Tempo, 1200000
1, 3840, Tempo, 1276595
1, 4800, Tempo, 1200000
1, 6912, Tempo, 1304347
1, 7872, Tempo, 1200000
1, 9984, Tempo, 1276595
1, 10944, Tempo, 1200000
1, 13056, Tempo, 1276595
1, 13344, Tempo, 1200000
1, 14592, Tempo, 1333333
1, 14880, Tempo, 1200000
1, 15744, Tempo, 1276595
1, 16128, Tempo, 1333333
1, 16512, Tempo, 1276595
1, 16704, Tempo, 1395348
1, 16896, Tempo, 1200000
1, 20544, Tempo, 1304347
1, 21120, Tempo, 1363636
1, 21312, Tempo, 1428571
1, 21504, Tempo, 1200000
1, 21888, Tempo, 1276595
1, 22656, Tempo, 1333333
1, 22848, Tempo, 1428571
1, 23040, Tempo, 1200000
1, 48768, Tempo, 1333333
1, 48960, Tempo, 1714285
1, 49152, Tempo, 1000000
1, 71424, Tempo, 1090909
1, 71808, Tempo, 1052631
1, 72192, Tempo, 1000000
1, 73344, Tempo, 857142
1, 96576, Tempo, 1000000
1, 96960, Tempo, 857142
1, 97728, Tempo, 923076
1, 97920, Tempo, 1000000
1, 98112, Tempo, 1500000
1, 98200, Tempo, 2000000
1, 98304, Tempo, 1200000
1, 100992, Tempo, 1333333
1, 101184, Tempo, 1500000
1, 101280, Tempo, 2000000
1, 101472, Tempo, 1200000
1, 104064, Tempo, 1333333
1, 104256, Tempo, 1500000
1, 104352, Tempo, 2000000
1, 104448, Tempo, 1500000
1, 104640, Tempo, 1200000
1, 109056, Tempo, 1200000
1, 109440, Tempo, 2000000
1, 110592, Tempo, 428571
1, 112128, Tempo, 500000
1, 112896, Tempo, 400000
1, 177408, Tempo, 413793
1, 177792, Tempo, 428571
1, 177984, Tempo, 461538
1, 178368, Tempo, 400000
1, 208320, Tempo, 413793
1, 208512, Tempo, 428571
1, 208704, Tempo, 461538
1, 209088, Tempo, 400000
1, 246528, Tempo, 413793
1, 246912, Tempo, 428571
1, 247104, Tempo, 500000
1, 247488, Tempo, 400000
1, 274176, Tempo, 428571
1, 274944, Tempo, 400000
1, 285696, Tempo, 428571
1, 286464, Tempo, 461538
1, 287232, Tempo, 400000
1, 324864, Tempo, 413793
1, 325248, Tempo, 428571
1, 325440, Tempo, 461538
1, 325824, Tempo, 400000
1, 342912, Tempo, 413793
1, 343296, Tempo, 428571
1, 343680, Tempo, 444444
1, 343872, Tempo, 500000
1, 344256, Tempo, 400000
1, 353664, Tempo, 413793
1, 354048, Tempo, 428571
1, 354432, Tempo, 461538
1, 354624, Tempo, 500000
1, 354904, Tempo, 428571
1, 355008, Tempo, 400000
1, 392064, Tempo, 413793
1, 392448, Tempo, 437956
1, 392832, Tempo, 461538
1, 393024, Tempo, 500000
1, 393216, Tempo, 444444
1, 393408, Tempo, 413793
1, 393600, Tempo, 400000
1, 431616, Tempo, 428571
1, 432384, Tempo, 461538
