0, 0, Header, 1, 5, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 96, 8
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 1
1, 0, Tempo, 1052631
1, 1152, Tempo, 1071428
1, 1344, Tempo, 1111111
1, 1536, Tempo, 1052631
1, 2304, Tempo, 1071428
1, 2688, Tempo, 1090909
1, 2880, Tempo, 1153846
1, 3072, Tempo, 1052631
1, 5376, Tempo, 1071428
1, 5568, Tempo, 1090909
1, 5760, Tempo, 1132075
1, 5952, Tempo, 1200000
1, 6144, Tempo, 1052631
1, 6912, Tempo, 1111111
1, 7488, Tempo, 1250000
1, 7680, Tempo, 1052631
1, 8448, Tempo, 1111111
1, 9024, Tempo, 1250000
1, 9216, Tempo, 1052631
1, 9600, Tempo, 1071428
1, 9792, Tempo, 1200000
1, 9984, Tempo, 1071428
1, 10368, Tempo, 1111111
1, 10752, Tempo, 1071428
1, 11904, Tempo, 1111111
1, 12096, Tempo, 1200000
1, 12288, Tempo, 1052631
1, 13632, Tempo, 1090909
1, 15168, Tempo, 1153846
1, 15360, Tempo, 1052631
1, 16512, Tempo, 1111111
1, 16704, Tempo, 1200000
1, 16896, Tempo, 1071428
1, 18048, Tempo, 1153846
1, 18432, Tempo, 1071428
1, 21120, Tempo, 1111111
1, 21312, Tempo, 1250000
1, 21696, Tempo, 1111111
1, 22272, Tempo, 1052631
1, 23808, Tempo, 1071428
1, 24192, Tempo, 1111111
1, 24384, Tempo, 1200000
1, 24768, Tempo, 1071428
1, 27072, Tempo, 1111111
1, 27264, Tempo, 1153846
1, 27456, Tempo, 1304347
1, 27648, Tempo, 1200000
1, 27840, Tempo, 1071428
1, 28416, Tempo, 1090909
1, 28800, Tempo, 1132075
1, 28992, Tempo, 1250000
1, 29184, Tempo, 1153846
1, 29376, Tempo, 1111111
1, 31488, Tempo, 1153846
1, 31872, Tempo, 1200000
1, 32064, Tempo, 1304347
1, 32256, Tempo, 1200000
1, 32448, Tempo, 1111111
1, 33024, Tempo, 1132075
1, 33408, Tempo, 1200000
1, 33600, Tempo, 1363636
1, 33792, Tempo, 1153846
1, 33984, Tempo, 1052631
1, 34944, Tempo, 1153846
1, 35136, Tempo, 1250000
1, 35328, Tempo, 1153846
1, 35520, Tempo, 1090909
1, 37632, Tempo, 1153846
1, 38016, Tempo, 1250000
1, 38208, Tempo, 1500000
1, 38592, Tempo, 1200000
1, 38784, Tempo, 1111111
1, 41088, Tempo, 1153846
1, 41280, Tempo, 1333333
1, 41664, Tempo, 1090909
1, 41856, Tempo, 1052631
1, 44160, Tempo, 1111111
1, 44352, Tempo, 1363636
1, 44544, Tempo, 1200000
1, 44736, Tempo, 1052631
1, 45696, Tempo, 1200000
1, 45888, Tempo, 1363636
1, 46080, Tempo, 1200000
1, 46272, Tempo, 1132075
1, 47232, Tempo, 1176470
1, 47424, Tempo, 1500000
1, 47808, Tempo, 1071428
1, 48768, Tempo, 1200000
1, 48960, Tempo, 1500000
1, 49344, Tempo, 1052631
1, 50304, Tempo, 1153846
1, 50496, Tempo, 1500000
1, 50880, Tempo, 1132075
1, 51072, Tempo, 1052631
1, 51840, Tempo, 1200000
1, 52032, Tempo, 1500000
1, 52224, Tempo, 1333333
1, 52416, Tempo, 1200000
1, 52608, Tempo, 1111111
1, 56064, Tempo, 1111111
1, 56448, Tempo, 1200000
1, 56640, Tempo, 1500000
1, 56832, Tempo, 1200000
1, 57024, Tempo, 1052631
1, 57984, Tempo, 1304347
1, 58176, Tempo, 1363636
1, 58368, Tempo, 1200000
1, 58560, Tempo, 1132075
1, 59520, Tempo, 1200000
1, 59712, Tempo, 1363636
1, 59904, Tempo, 1250000
1, 60096, Tempo, 1153846
1, 60288, Tempo, 1090909
1, 60480, Tempo, 1200000
1, 60864, Tempo, 1071428
1, 62208, Tempo, 1090909
1, 62592, Tempo, 1153846
1, 62784, Tempo, 1363636
1, 62976, Tempo, 1200000
1, 63168, Tempo, 1111111
1, 63360, Tempo, 1052631
1, 64128, Tempo, 1132075
1, 64320, Tempo, 1250000
1, 64704, Tempo, 1052631
1, 65664, Tempo, 1153846
1, 65856, Tempo, 1250000
1, 66240, Tempo, 1052631
1, 68352, Tempo, 1111111
1, 68736, Tempo, 1200000
1, 68928, Tempo, 1363636
1, 69120, Tempo, 1250000
1, 69312, Tempo, 1153846
1, 69504, Tempo, 1071428
1, 71424, Tempo, 1111111
1, 71808, Tempo, 1200000
1, 72000, Tempo, 1304347
1, 72192, Tempo, 1200000
1, 72384, Tempo, 1111111
1, 73344, Tempo, 1200000
1, 73536, Tempo, 1428571
1, 73920, Tempo, 1052631
1, 75072, Tempo, 1111111
1, 75456, Tempo, 1052631
1, 75840, Tempo, 1111111
1, 76224, Tempo, 1071428
1, 76416, Tempo, 1200000
1, 76608, Tempo, 1363636
1, 76800, Tempo, 1153846
1, 77184, Tempo, 1090909
1, 77568, Tempo, 1052631
1, 79104, Tempo, 1132075
1, 79488, Tempo, 1250000
1, 79680, Tempo, 1363636
1, 79872, Tempo, 1500000
1, 80064, Tempo, 1111111
1, 82176, Tempo, 1153846
1, 82560, Tempo, 1200000
1, 82752, Tempo, 1500000
1, 82944, Tempo, 1363636
1, 83136, Tempo, 1200000
1, 83328, Tempo, 1071428
1, 84288, Tempo, 1111111
1, 84672, Tempo, 1052631
1, 85248, Tempo, 1200000
1, 85440, Tempo, 1304347
1, 85632, Tempo, 1111111
1, 87168, Tempo, 1153846
1, 87360, Tempo, 1304347
1, 87552, Tempo, 1200000
1, 87744, Tempo, 1111111
1, 90240, Tempo, 1200000
1, 90432, Tempo, 1500000
1, 90624, Tempo, 1200000
1, 90816, Tempo, 1132075
1, 91008, Tempo, 1090909
1, 96384, Tempo, 1304347
1, 96576, Tempo, 1500000
1, 96768, Tempo, 1200000
1, 96960, Tempo, 1090909
1, 98688, Tempo, 1132075
1, 99072, Tempo, 1200000
1, 99456, Tempo, 1276595
1, 99648, Tempo, 1428571
1, 100032, Tempo, 1111111
1, 101568, Tempo, 1153846
1, 102336, Tempo, 1200000
1, 102528, Tempo, 1304347
1, 102720, Tempo, 2000000
1, 102912, Tempo, 1333333
1, 103680, Tempo, 1500000
1, 103680, End_track
2, 0, Start_track
2, 0, Title_t, "1mov - Piano Sonata No.14 C# Minor"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Klavier Right"
3, 0, Control_c, 0, 0, 0
3, 0, Program_c, 0, 0
3, 0, Control_c, 0, 7, 100
3, 0, Control_c, 0, 10, 64
3, 0, Control_c, 0, 91, 127
3, 0, Key_signature, 4, "major"
3, 0, Control_c, 0, 64, 127
3, 4, Note_on_c, 0, 56, 70
3, 128, Note_on_c, 0, 61, 70
3, 256, Note_off_c, 0, 56, 100
3, 256, Note_on_c, 0, 64, 70
3, 380, Note_off_c, 0, 61, 100
3, 384, Note_on_c, 0, 56, 70
3, 508, Note_off_c, 0, 64, 100
3, 512, Note_on_c, 0, 61, 70
3, 636, Note_off_c, 0, 56, 100
3, 640, Note_on_c, 0, 64, 70
3, 764, Note_off_c, 0, 61, 100
3, 768, Note_on_c, 0, 56, 70
3, 892, Note_off_c, 0, 64, 100
3, 896, Note_on_c, 0, 61, 70
3, 1020, Note_off_c, 0, 56, 100
3, 1024, Note_on_c, 0, 64, 70
3, 1148, Note_off_c, 0, 61, 100
3, 1152, Note_on_c, 0, 56, 70
3, 1276, Note_off_c, 0, 64, 100
3, 1280, Note_on_c, 0, 61, 70
3, 1404, Note_off_c, 0, 56, 100
3, 1408, Note_on_c, 0, 64, 70
3, 1528, Control_c, 0, 64, 0
3, 1532, Note_off_c, 0, 61, 100
3, 1536, Control_c, 0, 64, 127
3, 1536, Note_on_c, 0, 56, 70
3, 1660, Note_off_c, 0, 64, 100
3, 1664, Note_on_c, 0, 61, 70
3, 1788, Note_off_c, 0, 56, 100
3, 1792, Note_on_c, 0, 64, 70
3, 1916, Note_off_c, 0, 61, 100
3, 1920, Note_on_c, 0, 56, 70
3, 2044, Note_off_c, 0, 64, 100
3, 2048, Note_on_c, 0, 61, 70
3, 2172, Note_off_c, 0, 56, 100
3, 2176, Note_on_c, 0, 64, 70
3, 2300, Note_off_c, 0, 61, 100
3, 2304, Note_on_c, 0, 56, 70
3, 2428, Note_off_c, 0, 64, 100
3, 2432, Note_on_c, 0, 61, 70
3, 2556, Note_off_c, 0, 56, 100
3, 2560, Note_on_c, 0, 64, 70
3, 2684, Note_off_c, 0, 61, 100
3, 2688, Note_on_c, 0, 56, 70
3, 2812, Note_off_c, 0, 64, 100
3, 2816, Note_on_c, 0, 61, 70
3, 2940, Note_off_c, 0, 56, 100
3, 2944, Note_on_c, 0, 64, 70
3, 3064, Control_c, 0, 64, 0
3, 3068, Note_off_c, 0, 61, 100
3, 3068, Note_off_c, 0, 64, 100
3, 3072, Control_c, 0, 64, 127
3, 3072, Note_on_c, 0, 57, 70
3, 3200, Note_on_c, 0, 61, 70
3, 3324, Note_off_c, 0, 57, 100
3, 3328, Note_on_c, 0, 64, 70
3, 3452, Note_off_c, 0, 61, 100
3, 3456, Note_on_c, 0, 57, 70
3, 3580, Note_off_c, 0, 64, 100
3, 3584, Note_on_c, 0, 61, 70
3, 3708, Note_off_c, 0, 57, 100
3, 3712, Note_on_c, 0, 64, 70
3, 3832, Control_c, 0, 64, 0
3, 3836, Note_off_c, 0, 61, 100
3, 3840, Control_c, 0, 64, 127
3, 3840, Note_on_c, 0, 57, 70
3, 3964, Note_off_c, 0, 64, 100
3, 3968, Note_on_c, 0, 62, 70
3, 4092, Note_off_c, 0, 57, 100
3, 4096, Note_on_c, 0, 66, 70
3, 4220, Note_off_c, 0, 62, 100
3, 4224, Note_on_c, 0, 57, 70
3, 4348, Note_off_c, 0, 66, 100
3, 4352, Note_on_c, 0, 62, 70
3, 4476, Note_off_c, 0, 57, 100
3, 4480, Note_on_c, 0, 66, 70
3, 4600, Control_c, 0, 64, 0
3, 4604, Note_off_c, 0, 62, 100
3, 4604, Note_off_c, 0, 66, 100
3, 4608, Control_c, 0, 64, 127
3, 4608, Note_on_c, 0, 56, 70
3, 4736, Note_on_c, 0, 60, 70
3, 4860, Note_off_c, 0, 56, 100
3, 4864, Note_on_c, 0, 66, 70
3, 4988, Note_off_c, 0, 60, 100
3, 4992, Note_on_c, 0, 56, 70
3, 5116, Note_off_c, 0, 66, 100
3, 5120, Note_on_c, 0, 60, 70
3, 5244, Note_off_c, 0, 56, 100
3, 5248, Note_on_c, 0, 66, 70
3, 5368, Control_c, 0, 64, 0
3, 5372, Note_off_c, 0, 60, 100
3, 5376, Control_c, 0, 64, 127
3, 5376, Note_on_c, 0, 56, 70
3, 5500, Note_off_c, 0, 66, 100
3, 5504, Note_on_c, 0, 61, 70
3, 5628, Note_off_c, 0, 56, 100
3, 5632, Note_on_c, 0, 63, 70
3, 5756, Note_off_c, 0, 61, 100
3, 5760, Note_on_c, 0, 54, 70
3, 5884, Note_off_c, 0, 63, 100
3, 5888, Note_on_c, 0, 60, 70
3, 6012, Note_off_c, 0, 54, 100
3, 6016, Note_on_c, 0, 63, 70
3, 6136, Control_c, 0, 64, 0
3, 6140, Note_off_c, 0, 60, 100
3, 6140, Note_off_c, 0, 63, 100
3, 6144, Control_c, 0, 64, 127
3, 6144, Note_on_c, 0, 52, 70
3, 6272, Note_on_c, 0, 56, 70
3, 6396, Note_off_c, 0, 52, 100
3, 6400, Note_on_c, 0, 61, 70
3, 6524, Note_off_c, 0, 56, 100
3, 6528, Note_on_c, 0, 56, 70
3, 6652, Note_off_c, 0, 61, 100
3, 6656, Note_on_c, 0, 61, 70
3, 6780, Note_off_c, 0, 56, 100
3, 6784, Note_on_c, 0, 64, 70
3, 6908, Note_off_c, 0, 61, 100
3, 6912, Note_on_c, 0, 56, 70
3, 7036, Note_off_c, 0, 64, 100
3, 7040, Note_on_c, 0, 61, 70
3, 7164, Note_off_c, 0, 56, 100
3, 7168, Note_on_c, 0, 64, 70
3, 7292, Note_off_c, 0, 61, 100
3, 7296, Note_on_c, 0, 56, 70
3, 7420, Note_off_c, 0, 64, 100
3, 7424, Note_on_c, 0, 61, 70
3, 7548, Note_off_c, 0, 56, 100
3, 7552, Note_on_c, 0, 64, 70
3, 7672, Control_c, 0, 64, 0
3, 7676, Note_off_c, 0, 61, 100
3, 7676, Note_off_c, 0, 64, 100
3, 7680, Control_c, 0, 64, 127
