0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 1mov - Kurfursten-Sonatas No.3 in D Major WoO 47-3\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2009/03/28:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\221I\222é\214ò\203\\\203i\203^\221æ3\224Ô\225Ï\203j\222·\222² WoO 47-3\201`\221æ1\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 4, 2, 96, 8
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 468750
1, 96, Tempo, 251046
1, 576, Tempo, 468750
1, 11136, Tempo, 476190
1, 11520, Tempo, 483870
1, 11904, Tempo, 500000
1, 12096, Tempo, 526315
1, 12288, Tempo, 468750
1, 24576, Tempo, 483870
1, 24960, Tempo, 500000
1, 26112, Tempo, 468750
1, 28416, Tempo, 483870
1, 28800, Tempo, 500000
1, 28992, Tempo, 526315
1, 29376, Tempo, 468750
1, 33024, Tempo, 483870
1, 33408, Tempo, 500000
1, 33600, Tempo, 526315
1, 33792, Tempo, 483870
1, 35520, Tempo, 468750
1, 40896, Tempo, 483870
1, 41088, Tempo, 500000
1, 41280, Tempo, 545454
1, 41472, Tempo, 500000
1, 41664, Tempo, 468750
1, 47616, Tempo, 461538
1, 56064, Tempo, 476190
1, 56448, Tempo, 500000
1, 56832, Tempo, 468750
1, 60672, Tempo, 476190
1, 61056, Tempo, 483870
1, 61248, Tempo, 500000
1, 61440, Tempo, 476190
1, 62592, Tempo, 483870
1, 64128, Tempo, 500000
1, 64320, Tempo, 526315
1, 65280, Tempo, 600000
1, 66048, Tempo, 750000
1, 67584, Tempo, 468750
1, 74496, Tempo, 483870
1, 74880, Tempo, 500000
1, 75648, Tempo, 545454
1, 76032, Tempo, 600000
1, 76416, Tempo, 500000
1, 76800, Tempo, 468750
1, 86784, Tempo, 483870
1, 87168, Tempo, 500000
1, 87360, Tempo, 526315
1, 87552, Tempo, 468750
1, 97536, Tempo, 483870
