0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 1mov - Kurfursten-Sonatas No.2 in f minor WoO 47-2\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2009/03/21:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\221I\222é\214ò\203\\\203i\203^\221æ2\224Ô\225Ï\203w\222Z\222² WoO 47-2\201`\221æ1\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 4, 2, 96, 8
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 1000000
1, 1152, Tempo, 1153846
1, 1536, Tempo, 1034482
1, 2496, Tempo, 1071428
1, 2688, Tempo, 1153846
1, 2880, Tempo, 1304347
1, 3072, Tempo, 1000000
1, 4224, Tempo, 1153846
1, 4608, Tempo, 1034482
1, 5568, Tempo, 1071428
1, 5760, Tempo, 1153846
1, 5952, Tempo, 1304347
1, 6144, Tempo, 1000000
1, 6240, Tempo, 937500
1, 11520, Tempo, 967741
1, 11712, Tempo, 1000000
1, 11904, Tempo, 1071428
1, 12096, Tempo, 1153846
1, 12288, Tempo, 1250000
1, 13056, Tempo, 1500000
1, 13824, Tempo, 333333
1, 24192, Tempo, 340909
1, 24384, Tempo, 352941
1, 28416, Tempo, 375000
1, 28800, Tempo, 400000
1, 29184, Tempo, 340909
1, 34560, Tempo, 352941
1, 34944, Tempo, 375000
1, 35328, Tempo, 344827
1, 38400, Tempo, 352941
1, 39936, Tempo, 375000
1, 40512, Tempo, 400000
1, 41472, Tempo, 333333
1, 52992, Tempo, 340909
1, 53376, Tempo, 352941
1, 53568, Tempo, 375000
1, 55296, Tempo, 333333
1, 65280, Tempo, 340909
1, 65664, Tempo, 352941
1, 67584, Tempo, 340909
1, 69888, Tempo, 352941
1, 70272, Tempo, 375000
1, 70656, Tempo, 342857
1, 75648, Tempo, 352941
1, 76032, Tempo, 375000
1, 76416, Tempo, 400000
1, 76800, Tempo, 352941
