0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 3mov - Piano Sonata No.7 in D Major Op.10-3\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/04/11:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ7\224Ô\203j\222·\222²\215ì\225i10-3\201`\221æ3\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 1, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 266666
1, 384, Time_signature, 3, 2, 96, 8
1, 77568, Tempo, 285714
1, 78720, Tempo, 300000
1, 81024, Tempo, 266666
1, 121344, Tempo, 285714
1, 122496, Tempo, 315789
1, 123648, Tempo, 285714
1, 124800, Tempo, 260869
1, 141696, Tempo, 272727
1, 142080, Tempo, 285714
1, 142464, Tempo, 300000
1, 143616, Tempo, 260869
1, 157824, Tempo, 272727
1, 158592, Tempo, 285714
1, 158976, Tempo, 300000
1, 159360, Tempo, 333333
1, 161664, Tempo, 266666
1, 195072, Tempo, 279069
1, 196224, Tempo, 300000
1, 198528, Tempo, 266666
1, 238848, Tempo, 279069
1, 240000, Tempo, 300000
1, 242304, Tempo, 266666
1, 266496, Tempo, 285714
1, 267648, Tempo, 266666
1, 282624, Tempo, 289855
1, 283776, Tempo, 375000
1, 283776, End_track
2, 0, Start_track
2, 0, Title_t, "Right"
2, 0, Control_c, 0, 0, 0
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 78
2, 0, Control_c, 0, 91, 127
2, 0, Key_signature, 2, "major"
2, 0, Note_on_c, 0, 69, 80
2, 384, Note_on_c, 0, 66, 80
2, 764, Note_off_c, 0, 69, 100
2, 768, Note_on_c, 0, 78, 80
2, 1148, Note_off_c, 0, 78, 100
2, 1152, Note_on_c, 0, 76, 80
2, 1532, Note_off_c, 0, 66, 100
2, 1532, Note_off_c, 0, 76, 100
2, 1536, Note_on_c, 0, 67, 80
2, 1536, Note_on_c, 0, 74, 80
2, 1916, Note_off_c, 0, 74, 100
2, 1920, Note_on_c, 0, 73, 80
2, 2300, Note_off_c, 0, 73, 100
2, 2304, Note_on_c, 0, 76, 80
