0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "L.v.Beethoven 3mov - Piano Sonata No.14 in C# minor Op.27-2\000"
1, 0, Copyright_t, "Copyright(C) 1995-2009, Suzuki Software\000"
1, 0, Sequencer_specific, 9, 67, 123, 0, 88, 70, 48, 50, 0, 1
1, 0, Text_t, "XFhd:2000/06/13:JP:Classical::::L.v.Beethoven:::Kaoru Suzuki\000"
1, 0, Text_t, "XFln:JP:\203s\203A\203m\203\\\203i\203^\221æ14\224Ô\211d\203n\222Z\222²\215ì\225i27-2\201`\221æ3\212y\217Í:L.v.\203x\201[\203g\201[\203\224\203F\203\223:::\227é\202¿\202á\202ñ:\227é\202¿\202á\202ñ\000"
1, 0, Time_signature, 4, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Sequencer_specific, 5, 0, 0, 119, 14, 0
1, 0, Tempo, 375000
1, 19200, Tempo, 387096
1, 19584, Tempo, 400000
1, 23040, Tempo, 375000
1, 31872, Tempo, 400000
1, 32064, Tempo, 428571
1, 32448, Tempo, 375000
1, 38016, Tempo, 400000
1, 38208, Tempo, 428571
1, 38592, Tempo, 400000
1, 39936, Tempo, 387096
1, 40896, Tempo, 375000
1, 44928, Tempo, 387096
1, 45312, Tempo, 400000
1, 45504, Tempo, 428571
1, 46080, Tempo, 400000
1, 46464, Tempo, 375000
1, 48384, Tempo, 387096
1, 48768, Tempo, 400000
1, 48960, Tempo, 428571
1, 49536, Tempo, 375000
1, 62976, Tempo, 400000
1, 65280, Tempo, 428571
1, 65664, Tempo, 461538
1, 66240, Tempo, 387096
1, 76800, Tempo, 461538
1, 76992, Tempo, 387096
1, 79872, Tempo, 461538
1, 80064, Tempo, 387096
1, 82944, Tempo, 384615
1, 84480, Tempo, 382165
1, 86016, Tempo, 379746
1, 86976, Tempo, 400000
1, 87168, Tempo, 428571
1, 87360, Tempo, 461538
1, 87552, Tempo, 428571
1, 87744, Tempo, 375000
1, 119040, Tempo, 387096
1, 119424, Tempo, 400000
1, 119616, Tempo, 428571
1, 123072, Tempo, 375000
1, 131328, Tempo, 387096
1, 131712, Tempo, 400000
1, 131904, Tempo, 428571
1, 132288, Tempo, 375000
1, 137664, Tempo, 387096
1, 137856, Tempo, 400000
1, 138048, Tempo, 428571
1, 138432, Tempo, 375000
1, 145152, Tempo, 400000
1, 145536, Tempo, 428571
1, 146496, Tempo, 375000
1, 148224, Tempo, 400000
1, 148608, Tempo, 428571
1, 149568, Tempo, 375000
1, 162816, Tempo, 387096
1, 164352, Tempo, 392156
1, 165120, Tempo, 400000
1, 165504, Tempo, 428571
1, 166080, Tempo, 375000
1, 174336, Tempo, 387096
1, 174720, Tempo, 400000
1, 174912, Tempo, 428571
1, 175296, Tempo, 387096
1, 176640, Tempo, 461538
1, 176832, Tempo, 387096
1, 178176, Tempo, 413793
1, 178368, Tempo, 387096
1, 179712, Tempo, 461538
1, 179904, Tempo, 387096
1, 181248, Tempo, 384615
1, 182784, Tempo, 382165
1, 184320, Tempo, 379746
1, 186624, Tempo, 387096
1, 187008, Tempo, 400000
1, 187200, Tempo, 444444
1, 187584, Tempo, 375000
1, 208128, Tempo, 387096
1, 208320, Tempo, 400000
1, 208512, Tempo, 428571
1, 208704, Tempo, 500000
1, 208896, Tempo, 600000
1, 209088, Tempo, 461538
1, 209280, Tempo, 413793
1, 209472, Tempo, 375000
1, 214272, Tempo, 387096
1, 214656, Tempo, 400000
1, 214848, Tempo, 428571
1, 215232, Tempo, 375000
1, 220032, Tempo, 387096
1, 220416, Tempo, 400000
1, 220800, Tempo, 428571
1, 220992, Tempo, 461538
1, 221376, Tempo, 400000
1, 221568, Tempo, 375000
1, 225792, Tempo, 387096
1, 226560, Tempo, 392156
